"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"ELEQTRON ELECTROREPUESTOS AUTOMOTRICES","099 255 6725","","4.9","36","","ninguno","","true","Tienda de repuestos para automóviles","A 700 metros del la Revisión Vehicular, Direccion Av. Geovanny Calles Oe7-294 entre Miami, y y Doral Esquina, Quito","La Mariscal, Quito","https://www.google.com/maps/place/ELEQTRON+ELECTROREPUESTOS+AUTOMOTRICES/data=!4m7!3m6!1s0x91d58f3f54308169:0xf4c2f18acf33612!8m2!3d-0.0972237!4d-78.4420779!16s%2Fg%2F11wpl5skgs!19sChIJaYEwVD-P1ZEREjbzrBgvTA8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"JIMCARS TALLER DE EMPAQUES","096 261 8177","","4.9","14","","ninguno","","true","Tienda de repuestos para automóviles","Quito","La Mariscal, Quito","https://www.google.com/maps/place/JIMCARS+TALLER+DE+EMPAQUES/data=!4m7!3m6!1s0x91d58f06385495d3:0xac819aee86fea95a!8m2!3d-0.1070357!4d-78.4415996!16s%2Fg%2F11f4_3b5y_!19sChIJ05VUOAaP1ZERWqn-hu6agaw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Repuestos Automotrices Guaranda Figueroa - El Condado - autopartes aceites para motor","098 731 9437","repuestosautomotricesjc@gmail.com","4","16","http://www.repuestosautomotrices.com/","sitio_propio","2026","false","Tienda de repuestos para automóviles","Av. de la Prensa y Ramon Chiriboga, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Repuestos+Automotrices+Guaranda+Figueroa+-+El+Condado+-+autopartes+aceites+para+motor/data=!4m7!3m6!1s0x91d585a1e9fb2885:0xcaa590168359d1df!8m2!3d-0.1124993!4d-78.4947429!16s%2Fg%2F11h3y2v6bg!19sChIJhSj76aGF1ZER39FZgxaQpco?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Asia repuestos","099 257 0993","","4.3","137","https://www.facebook.com/asiarepuestosquito","solo_red_social","","true","Tienda de repuestos para automóviles","Av. 6 de Diciembre 170502, N 53-128, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Asia+repuestos/data=!4m7!3m6!1s0x91d58ff8389f9e09:0x679ed14f5d1a393b!8m2!3d-0.1384313!4d-78.4733185!16s%2Fg%2F11fcqy792l!19sChIJCZ6fOPiP1ZEROzkaXU_Rnmc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Mansuera Matriz","1800 626 783","","4.2","244","http://www.mansuera.com/","sitio_propio","","false","Tienda de repuestos para automóviles","Dirección: Bellavista OE 273 y Panamericana Norte, 170106 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Mansuera+Matriz/data=!4m7!3m6!1s0x91d5857c9132b9a9:0xf44c94af55354365!8m2!3d-0.1177029!4d-78.4821968!16s%2Fg%2F1hdznstsr!19sChIJqbkykXyF1ZERZUM1Va-UTPQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Masterax Cia Ltda","(02) 247-3320","","4.2","134","","ninguno","","true","Tienda de accesorios para automóviles","Av. Eloy Alfaro y De Los Eucaliptos N66-81 Y, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Masterax+Cia+Ltda/data=!4m7!3m6!1s0x91d58f87723c8357:0xb68e2b991a13890a!8m2!3d-0.1162525!4d-78.4741684!16s%2Fg%2F1ptxhsxpc!19sChIJV4M8coeP1ZERCokTGpkrjrY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"El Genuino Repuestos Legarda","096 200 0733","","4.4","40","https://www.elgenuinorepuestos.com/","sitio_propio","","false","Tienda de repuestos para automóviles","Bernardo de Legarda, y y Domingo Juan &, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/El+Genuino+Repuestos+Legarda/data=!4m7!3m6!1s0x91d585d9ff78c865:0x96b0612d4e545dff!8m2!3d-0.1166028!4d-78.502382!16s%2Fg%2F11r77dxndb!19sChIJZch4_9mF1ZER_11UTi1hsJY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"JS Tecninorte - Repuestos Automotrices Quito","(02) 344-1139","","4.7","43","https://linktr.ee/JSTECNINORTE","solo_red_social","","true","Taller de automóviles","Av. Jaime Roldós Aguilera Oe2-88, 170120 Quito","La Mariscal, Quito","https://www.google.com/maps/place/JS+Tecninorte+-+Repuestos+Automotrices+Quito/data=!4m7!3m6!1s0x91d58f59950db33f:0xb36111991023aac3!8m2!3d-0.0835869!4d-78.4708283!16s%2Fg%2F11gnpkcmtv!19sChIJP7MNlVmP1ZERw6ojEJkRYbM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Autopartes Internacional","(02) 341-3325","autopartes.internacional2022@gmail.com\&quot;&gt;autopartes.internacional2022@gmail.com&lt;/a&gt;&lt;/span&gt;&lt;/p&gt;&lt;p; autopartes.internacional2022@gmail.com","4.6","15","http://www.autopartesinternacional.com/","sitio_propio","","false","Tienda de repuestos para automóviles","Av Occidental y José Figueroa, Av. Occidental N62 96, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autopartes+Internacional/data=!4m7!3m6!1s0x91d58511711fa4a7:0x27d26ac5ff63a2bc!8m2!3d-0.1216998!4d-78.5045565!16s%2Fg%2F1hd_kmn8m!19sChIJp6QfcRGF1ZERvKJj_8Vq0ic?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Automotriz Falcón","(02) 603-8583","","4.3","22","","ninguno","","true","Taller de reparación de automóviles","Av. 6 de Diciembre N54-156, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Automotriz+Falc%C3%B3n/data=!4m7!3m6!1s0x91d5855f9a87fbdf:0x7a6e5919d59f57dd!8m2!3d-0.1298969!4d-78.476081!16s%2Fg%2F11gqqs67w4!19sChIJ3_uHml-F1ZER3Vef1RlZbno?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Electricidad Automotriz Quimbiulco","096 264 6304","","4.1","37","https://bit.ly/ElectQuimbiulco","sitio_propio","","false","Tienda de repuestos para automóviles","Av. Capitán Geovanni Calles S/N, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Electricidad+Automotriz+Quimbiulco/data=!4m7!3m6!1s0x91d58f0da7745c23:0x1ac2f3d065dfcdd0!8m2!3d-0.1021998!4d-78.4495406!16s%2Fg%2F11gzplnkt5!19sChIJI1x0pw2P1ZER0M3fZdDzwho?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Autorepuestos CMC","(02) 229-3988","","4.4","20","https://www.facebook.com/Autorepuestos-CMC-678746178879162/","solo_red_social","","true","Tienda de repuestos para automóviles","Av Occidental y Legarda Sentido sur norte Sobre la occidental, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autorepuestos+CMC/data=!4m7!3m6!1s0x91d585102db4403b:0x52fac6c207099168!8m2!3d-0.1200382!4d-78.5062358!16s%2Fg%2F11g9gltlr1!19sChIJO0C0LRCF1ZERaJEJB8LG-lI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"El Genuino Repuestos Prensa","098 324 2355","","4.2","78","https://elgenuinorepuestos.com/","sitio_propio","","false","Tienda de repuestos para automóviles","Avenida de la Prensa, y y Av del Maestro n60-08 y, 170512 Quito","La Mariscal, Quito","https://www.google.com/maps/place/El+Genuino+Repuestos+Prensa/data=!4m7!3m6!1s0x91d58562dd168ecd:0x9eefa9c26fd9e4c6!8m2!3d-0.1248262!4d-78.4936233!16s%2Fg%2F11lpwt2ndn!19sChIJzY4W3WKF1ZERxuTZb8Kp754?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Súper Repuestos Automotrices Gines Suarez - Autopartes","096 266 6958","","4.6","11","https://www.facebook.com/Super-Repuestos-Gines-Suarez-111211184724598/","solo_red_social","","true","Tienda de repuestos para automóviles","Av. deL Maestro OE 4-56 y, Tyarco, 170102 Quito","La Mariscal, Quito","https://www.google.com/maps/place/S%C3%BAper+Repuestos+Automotrices+Gines+Suarez+-+Autopartes/data=!4m7!3m6!1s0x91d5856b781c5d6b:0x1af08e553352de54!8m2!3d-0.1229024!4d-78.4905851!16s%2Fg%2F11rzq1wq8p!19sChIJa10ceGuF1ZERVN5SM1WO8Bo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Repuestos y Taller automotriz A&B","099 872 4369","","5","8","","ninguno","","true","Tienda de repuestos para automóviles","Calle E3 y N90, 170120 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Repuestos+y+Taller+automotriz+A%26B/data=!4m7!3m6!1s0x91d58f2c025c2471:0x6478395ada7e97ae!8m2!3d-0.0766155!4d-78.465806!16s%2Fg%2F11qnq_6ffn!19sChIJcSRcAiyP1ZERrpd-2lo5eGQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Servifreno C.A","(02) 247-2763","","4.4","154","http://www.servifreno.com/","sitio_propio","","false","Tienda de repuestos para automóviles","Panamericana Nte. y De los Ciruelos N 67-103 y, 170303 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Servifreno+C.A/data=!4m7!3m6!1s0x91d59887775d34bf:0x716c0ac7060ac0d4!8m2!3d-0.1121323!4d-78.479235!16s%2Fg%2F11c0wcmzqj!19sChIJvzRdd4eY1ZER1MAKBscKbHE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Casa Automotriz China","099 520 2202","","4.9","12","https://www.facebook.com/search/top?q=casa%20automotriz%20china","solo_red_social","","true","Taller mecánico","Matilde Hidalgo, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Casa+Automotriz+China/data=!4m7!3m6!1s0x91d58f610f501065:0x24f7cc691aabf876!8m2!3d-0.1213484!4d-78.437116!16s%2Fg%2F11sx6ytcwp!19sChIJZRBQD2GP1ZERdvirGmnM9yQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"El Genuino Repuestos 6 de Diciembre","098 406 5672","","4.4","496","http://www.elgenuinorepuestos.com/","sitio_propio","","false","Tienda de repuestos para automóviles","Av. 6 de Diciembre y De los Álamos N49-285 y, 170502 Quito","La Mariscal, Quito","https://www.google.com/maps/place/El+Genuino+Repuestos+6+de+Diciembre/data=!4m7!3m6!1s0x91d58fff8e22a91f:0x711dedde4f4019c5!8m2!3d-0.1452578!4d-78.4749649!16s%2Fg%2F1pp2wzvg3!19sChIJH6kijv-P1ZERxRlAT97tHXE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Tecnicentro Automotriz Luis R. Salazar","(02) 328-0792","","4.7","10","","ninguno","","true","Tienda de repuestos para automóviles","Calle, Fray Leonardo Murialdo E9-132, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Tecnicentro+Automotriz+Luis+R.+Salazar/data=!4m7!3m6!1s0x91d58ff5a47bff95:0xd8122fea9d4f9230!8m2!3d-0.130846!4d-78.4733958!16s%2Fg%2F11gnrlx729!19sChIJlf97pPWP1ZERMJJPneovEtg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Autovindex T&G Lubricantes,filtros automotriz","098 326 6542","","5","7","","ninguno","","true","Tienda de repuestos para automóviles","AV. GIOVANNI CALLES, LASCANO y LOCALIDAD: CALDERON (CARAPUNGO, 170201 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autovindex+T%26G+Lubricantes,filtros+automotriz/data=!4m7!3m6!1s0x91d58f9aa47910fd:0x77e88ca746ff54e7!8m2!3d-0.0904128!4d-78.4306268!16s%2Fg%2F11yx_x8q_1!19sChIJ_RB5pJqP1ZER51T_RqeM6Hc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Automotriz Fiat","098 718 0515","","4.6","15","","ninguno","","true","Taller mecánico","Av. Jaime Roldós Aguilera E1 -90, 170302 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Automotriz+Fiat/data=!4m7!3m6!1s0x91d58f5a0d092f0b:0xd1a3a386fa1030c4!8m2!3d-0.0828011!4d-78.468248!16s%2Fg%2F11gr26kkyq!19sChIJCy8JDVqP1ZERxDAQ-oajo9E?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"TALLER ESPECIALIZADO AIRE ACONDICIONADO Y CALEFACCIÓN AUTOMOTRIZ ❄️❄️❄️ TODO AIRE SIEMPRE FRÍO","096 390 9401","","4.9","14","https://www.facebook.com/profile.php?id=100075642259396&mibextid=ZbWKwL","solo_red_social","","true","Taller de aire acondicionado automotriz","Sierra Morena N16-18, Alcalá esquina, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/TALLER+ESPECIALIZADO+AIRE+ACONDICIONADO+Y+CALEFACCI%C3%93N+AUTOMOTRIZ+%E2%9D%84%EF%B8%8F%E2%9D%84%EF%B8%8F%E2%9D%84%EF%B8%8F+TODO+AIRE+SIEMPRE+FR%C3%8DO/data=!4m7!3m6!1s0x91d58fbabd24749f:0xfa9b20540f615c3a!8m2!3d-0.0922649!4d-78.4447708!16s%2Fg%2F11z74w43f_!19sChIJn3QkvbqP1ZEROlxhD1Qgm_o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Autorepuestos Zurita","(02) 259-6087","","4.5","11","","ninguno","","true","Tienda de baterías para automóvil","Av. de la Prensa N58-373, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Autorepuestos+Zurita/data=!4m7!3m6!1s0x91d5856a71155b79:0x5bfb0f33d3bfbbf6!8m2!3d-0.1277337!4d-78.4941119!16s%2Fg%2F11ff30ptqh!19sChIJeVsVcWqF1ZER9ru_0zMP-1s?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Garner Espinosa C.A. Quito","099 473 7502","garner@garner.com.ec","4.4","148","http://www.garner.com.ec/","sitio_propio","","false","Comercio","Av. Eloy Alfaro y Antonio Basantes N73-22 y, 170317 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Garner+Espinosa+C.A.+Quito/data=!4m7!3m6!1s0x91d58f7c10f8c8ad:0x26182df74e7ab702!8m2!3d-0.1045446!4d-78.4706963!16s%2Fg%2F11bw3djjqw!19sChIJrcj4EHyP1ZERArd6TvctGCY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Auto Center repuestos originales Ford","098 412 2372","","4.7","39","","ninguno","","true","Taller de automóviles","De los Fresnos y De los Guayacanes E13-98 y, 170124 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Auto+Center+repuestos+originales+Ford/data=!4m7!3m6!1s0x91d58fa2c62209ff:0xeab800af95cc2b2c!8m2!3d-0.1325581!4d-78.4670151!16s%2Fg%2F11j4qs9qgd!19sChIJ_wkixqKP1ZERLCvMla8AuOo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"AutoFer La Clinica De Los Elevadores Y Chapas De Auto","098 592 9486","","4.6","42","https://www.facebook.com/share/1FxCuyFWMA/","solo_red_social","","true","Taller de reparación de automóviles","170206 Quito","La Mariscal, Quito","https://www.google.com/maps/place/AutoFer+La+Clinica+De+Los+Elevadores+Y+Chapas+De+Auto/data=!4m7!3m6!1s0x91d58ff52b4e7155:0xfae51973449092ba!8m2!3d-0.0950246!4d-78.4434226!16s%2Fg%2F11gxmlc_0j!19sChIJVXFOK_WP1ZERupKQRHMZ5fo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"BYD Auto - Galo Plaza","(02) 281-1378","","4.5","75","http://www.corasa.com.ec/","sitio_propio","","true","Concesionario de automóviles","Av. Galo Plaza Lasso &, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/BYD+Auto+-+Galo+Plaza/data=!4m7!3m6!1s0x91d59aafb49b3a8f:0x1df9f4b246291d51!8m2!3d-0.1301301!4d-78.4810337!16s%2Fg%2F11byyj977h!19sChIJjzqbtK-a1ZERUR0pRrL0-R0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Full Parts","098 990 8477","fullpartesec@gmail.com","4.6","83","https://fullparts.com.ec/","sitio_propio","","false","Tienda de repuestos para automóviles","Avenida 6 de Diciembre N48C, y y De las Hortensias Esquina, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Full+Parts/data=!4m7!3m6!1s0x91d58f8b39bcbbf5:0xb737729742228f2f!8m2!3d-0.148288!4d-78.4753293!16s%2Fg%2F11c57sw6tz!19sChIJ9bu8OYuP1ZERL48iQpdyN7c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Distribuidora Oña Repuestos Automotrices","099 901 9221","ventas@distonia.com.ec; nventas@distonia.com.ec","4.3","163","https://www.distribuidoraona.com/","sitio_propio","","false","Tienda de repuestos para automóviles","De Los Alamos E9-106 y, Joaquín Sumaita, 170502 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Distribuidora+O%C3%B1a+Repuestos+Automotrices/data=!4m7!3m6!1s0x91d58fffafca3b07:0xa9b9184ca166f50d!8m2!3d-0.1447097!4d-78.4728671!16s%2Fg%2F11gdgr95p6!19sChIJBzvKr_-P1ZERDfVmoUwYuak?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Importadora Automotriz Pichincha","(02) 241-6341","","4.6","14","","ninguno","","true","Tienda de repuestos para automóviles","Av. 6 de Diciembre N51-16, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Importadora+Automotriz+Pichincha/data=!4m7!3m6!1s0x91d58fff6880aac7:0xd77c43bf06a2b2d7!8m2!3d-0.1433217!4d-78.4743573!16s%2Fg%2F11c1v1y8yq!19sChIJx6qAaP-P1ZER17KiBr9DfNc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Tecnova Quito - Bosch Ec","(02) 280-5295","usuario@ejemplo.com","4.6","1116","https://tecnova.com.ec/","sitio_propio","","false","Tienda de repuestos para automóviles","Av. Galo Plaza Lasso y Manuel Zambrano, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Tecnova+Quito+-+Bosch+Ec/data=!4m7!3m6!1s0x91d5855e061ddeb9:0x1fc1edf2bd1d0177!8m2!3d-0.1286275!4d-78.4809355!16s%2Fg%2F11b7819mm3!19sChIJud4dBl6F1ZERdwEdvfLtwR8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
