"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"La Hacienda","099 557 5359","","4.6","281","","ninguno","","true","Restaurante","Av. Manuel Córdova Galarza, 170134 Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Hacienda/data=!4m7!3m6!1s0x91d589c7b118583d:0xd9bcc394d7a2eb7b!8m2!3d-0.0702674!4d-78.4708753!16s%2Fg%2F11jpcd4fmd!19sChIJPVgYsceJ1ZERe-ui15TDvNk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Asados SAN CARLOS","099 817 7984","","4.4","19","","ninguno","","true","Restaurante familiar","Carlos Mantilla y Guapulo &, 170206 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Asados+SAN+CARLOS/data=!4m7!3m6!1s0x91d5897cb700aa9b:0x6c8dd90d7f600cd0!8m2!3d-0.0715249!4d-78.4339712!16s%2Fg%2F11q2t35lkk!19sChIJm6oAt3yJ1ZER0Axgfw3ZjWw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Somos Ecuador Restaurante","099 800 3622","info@somos.rest; experience@somos.rest","4.9","3278","http://www.somos.rest/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17875309638607583749","sitio_propio","","false","Restaurante ecuatoriano","Av. Eloy Alfaro N34-421, 170504 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Somos+Ecuador+Restaurante/data=!4m7!3m6!1s0x91d59b558de798cf:0xf810e099a48a864a!8m2!3d-0.1826782!4d-78.4759904!16s%2Fg%2F11l8glkhv5!19sChIJz5jnjVWb1ZERSoaKpJngEPg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Las Menestras De La Almagro","(02) 601-3016","","4.5","2968","","ninguno","","true","Restaurante ecuatoriano","Diego de Almagro N24-139, 170517 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Las+Menestras+De+La+Almagro/data=!4m7!3m6!1s0x91d59a6d6eeb9b4d:0x6e4e564108456580!8m2!3d-0.2034271!4d-78.4904111!16s%2Fg%2F11b6gn3x3r!19sChIJTZvrbm2a1ZERgGVFCEFWTm4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Restaurante - La Hueca de Peter","099 800 4207","","4.6","160","https://www.instagram.com/lahuecadepeter/","solo_red_social","","true","Restaurante de comida rápida","Capitán Giovanni Calles, 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Restaurante+-+La+Hueca+de+Peter/data=!4m7!3m6!1s0x91d58ff7a67e6603:0x8b58dd2f75a4448b!8m2!3d-0.0899006!4d-78.4296435!16s%2Fg%2F11rffftk1x!19sChIJA2Z-pveP1ZERi0SkdS_dWIs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Parrilladas Enmanuel","096 377 1285","","4.9","51","","ninguno","","true","Restaurante","Jaime Roldos Aguilera 15-149, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Parrilladas+Enmanuel/data=!4m7!3m6!1s0x91d58f09bee90a21:0x713fd05f9e3aac30!8m2!3d-0.0950372!4d-78.4496308!16s%2Fg%2F11tfmv2zy4!19sChIJIQrpvgmP1ZERMKw6nl_QP3E?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Casa del Árbol Coffee & Food","096 109 5565","","4.8","96","","ninguno","","true","Restaurante","WH62+963, Francisco Robles, Y y Otto Arosemena, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Casa+del+%C3%81rbol+Coffee+%26+Food/data=!4m7!3m6!1s0x91d58f2b90c49795:0xd6665fb1fb318adb!8m2!3d-0.0891195!4d-78.4494439!16s%2Fg%2F11m_jglws0!19sChIJlZfEkCuP1ZER24ox-7FfZtY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Mayflower Carapungo","(02) 393-1700","soportejustoapp@getjusto.com\; bodegam25@mayflower.com.ec; bodegam23@mayflower.com.ec; bodegam45@mayflower.com.ec; bodegam19@mayflower.com.ec; bodegam50@mayflower.com.ec; bodegam47@mayflower.com.ec; bodegam37@mayflower.com.ec; bodegam46@mayflower.com.ec; bodegam7@mayflower.com.ec; bodegam52@mayflower.com.ec; bodegam54@mayflower.com.ec; bodegam49@mayflower.com.ec; bodegam11@mayflower.com.ec; bodegam39@mayflower.com.ec; bodegam28@mayflower.com.ec; bodegam43@mayflower.com.ec; bodegam5@mayflower.com.ec; bodegam42@mayflower.com.ec; bodegam1@mayflower.com.ec; bodegam40@mayflower.com.ec; bodegam48@mayflower.com.ec; bodegam21@mayflower.com.ec; bodegam8@mayflower.com.ec; u003eefacturarecibe@mayflower.com.ec; u003ejustocolombia@getjusto.com; soportejustoapp@getjusto.com; u003esoportejustoapp@getjusto.com","3.7","58","http://www.mayflower.com.ec/","sitio_propio","","false","Restaurante","Panamericana Nte., 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Mayflower+Carapungo/data=!4m7!3m6!1s0x91d58f75f6f3b157:0x6daeae2bbda6b4a1!8m2!3d-0.1074684!4d-78.4584389!16s%2Fg%2F11csq39487!19sChIJV7Hz9nWP1ZERobSmvSuurm0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"La Barca de mariscos","(02) 241-7951","","4.6","2388","","ninguno","","true","Marisquería","Capitán Ramón Borja S/N, 170502 Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Barca+de+mariscos/data=!4m7!3m6!1s0x91d58556c016dc75:0xe87a1f1d538c6d1d!8m2!3d-0.140625!4d-78.4795149!16s%2Fg%2F11csqb1f4q!19sChIJddwWwFaF1ZERHW2MUx0feug?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Chifa Casa Armonía Humana II","098 660 0938","","4.4","546","https://www.facebook.com/pages/Casa-de-la-Armonia-humana-Chifa/177843142332938","solo_red_social","","true","Restaurante chino","VGVV+RQ8, Corazón de Jesús, 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Chifa+Casa+Armon%C3%ADa+Humana+II/data=!4m7!3m6!1s0x91d58f68564bcef3:0x2ded14c660f1c750!8m2!3d-0.1054533!4d-78.4555618!16s%2Fg%2F11pt_b8bhg!19sChIJ885LVmiP1ZERUMfxYMYU7S0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Restaurante Flor De Los Ríos","099 343 9072","","4.8","34","","ninguno","","true","Marisquería","Rumiñahui, Oe11 240, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Restaurante+Flor+De+Los+R%C3%ADos/data=!4m7!3m6!1s0x91d58f1527fc7b6d:0xcd10167e4ddef58a!8m2!3d-0.0937428!4d-78.4517286!16s%2Fg%2F11gyx1b_0l!19sChIJbXv8JxWP1ZERivXeTX4WEM0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"El Tendal Restaurante","098 587 9788","","4.5","248","","ninguno","","true","Restaurante","Derby S/N, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/El+Tendal+Restaurante/data=!4m7!3m6!1s0x91d58f1f4ab6c72d:0xcd1e6660e451e037!8m2!3d-0.0923646!4d-78.4355872!16s%2Fg%2F11cjkgv6_l!19sChIJLce2Sh-P1ZERN-BR5GBmHs0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Restaurant Ecuapesca","098 175 6898","","4.2","352","","ninguno","","true","Marisquería","WG3C+6G, 170310 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Restaurant+Ecuapesca/data=!4m7!3m6!1s0x91d58f7d540b4f19:0x6331fa03c91584f0!8m2!3d-0.0969179!4d-78.4786119!16s%2Fg%2F11b7rn9760!19sChIJGU8LVH2P1ZER8IQVyQP6MWM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"La Canoa","(02) 255-6666","","4.4","659","","ninguno","","true","Restaurante ecuatoriano","Luis Cordero E4-393, 170143 Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Canoa/data=!4m7!3m6!1s0x91d59a6cc9ac5c2d:0x6ef6f01a1dc10ed0!8m2!3d-0.201154!4d-78.490673!16s%2Fg%2F11cm3yzlrn!19sChIJLVysyWya1ZER0A7BHRrw9m4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Cucayo Comida Tradicional Ecuatoriana","099 204 0490","","4.2","6","","ninguno","","true","Restaurante de comida para llevar","Quito, Carapungo, calle Pululahua N15D , frente a la escuela Luxemburgo Quito, Carapungo, calle Pululahua, N15D y y, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Cucayo+Comida+Tradicional+Ecuatoriana/data=!4m7!3m6!1s0x91d58fb21a5b9b3b:0xa4c6183825104faa!8m2!3d-0.0946752!4d-78.4514167!16s%2Fg%2F11rf5zlhmw!19sChIJO5tbGrKP1ZERqk8QJTgYxqQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Yanuk restaurante","096 256 8745","","4.4","100","https://yanukgrill.wixsite.com/yanukuio","sitio_propio","","false","Restaurante","Río Quijos, y y Río Cayambe, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Yanuk+restaurante/data=!4m7!3m6!1s0x91d58f837343296f:0x871ce051317af8e1!8m2!3d-0.0962587!4d-78.4536937!16s%2Fg%2F11f7b627px!19sChIJbylDc4OP1ZER4fh6MVHgHIc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Mister Shawarma . QUITO","","","4.6","13","","ninguno","","true","Restaurante","Angel Espinoza 65-49, 170133 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Mister+Shawarma+.+QUITO/data=!4m7!3m6!1s0x91d58fa3ea1399f5:0x177aae06f51612cd!8m2!3d-0.1197514!4d-78.4666257!16s%2Fg%2F11fsjg70g7!19sChIJ9ZkT6qOP1ZERzRIW9Qauehc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"La Casa De Las Menestras Marianas","098 363 9738","","4.4","1413","","ninguno","","true","Restaurante","Giovanni calles E1 -56 Entre Cacha, Y y Union, Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Casa+De+Las+Menestras+Marianas/data=!4m7!3m6!1s0x91d58f441359f2d7:0x4aa554f163251873!8m2!3d-0.0886239!4d-78.4262758!16s%2Fg%2F11ftldwrgc!19sChIJ1_JZE0SP1ZERcxglY_FUpUo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Restaurante El Negro Joe","(02) 280-7429","","4.4","199","https://www.facebook.com/cevicherianegrojoe/","solo_red_social","","true","Restaurante","Alejandro Ponce y Gonzalo Gordillo esq, 170302 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Restaurante+El+Negro+Joe/data=!4m7!3m6!1s0x91d58f5f2a18660f:0xf3165691f7c8fa4f!8m2!3d-0.0872666!4d-78.4724685!16s%2Fg%2F11cspmsml2!19sChIJD2YYKl-P1ZERT_rI95FWFvM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Black Fish | Encebollados a Domicilio en Quito","098 303 0724","b4e841e11ff44d8137eb5a5b65aca109@o4511055616212992.ingest.us","4.9","117","https://black-fish-encebollados.ola.click/products/","sitio_propio","","false","Restaurante","Pedro Guerrero y y, 170514 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Black+Fish+%7C+Encebollados+a+Domicilio+en+Quito/data=!4m7!3m6!1s0x91d58f763edcd1a5:0xba6069507030ce85!8m2!3d-0.1290419!4d-78.4630816!16s%2Fg%2F11ptzq2wmm!19sChIJpdHcPnaP1ZERhc4wcFBpYLo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"La Esquina Colombiana","(02) 516-8438","","4.6","64","","ninguno","","true","Restaurante colombiano","170504, 170102 Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Esquina+Colombiana/data=!4m7!3m6!1s0x91d58f1a384ad29d:0x4516b7974dad2697!8m2!3d-0.1162216!4d-78.4368345!16s%2Fg%2F11q3vchr3l!19sChIJndJKOBqP1ZERlyatTZe3FkU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"El Leñador","(02) 242-9946","","4.3","403","","ninguno","","true","Pizzería","Avenida, Capitán Giovanni Calles Oe12-202, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/El+Le%C3%B1ador/data=!4m7!3m6!1s0x91d58f7414012b75:0x74e8b4a87fec27ee!8m2!3d-0.1061426!4d-78.4570752!16s%2Fg%2F11fx9cqt22!19sChIJdSsBFHSP1ZER7ifsf6i06HQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Super Encebollado","(02) 242-1397","","4.7","334","","ninguno","","true","Restaurante","WG5X+32M, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Super+Encebollado/data=!4m7!3m6!1s0x91d58fa79013aced:0xac1152b1619d668a!8m2!3d-0.0921637!4d-78.4524304!16s%2Fg%2F11h07dyxxm!19sChIJ7awTkKeP1ZERimadYbFSEaw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Friitadas Express","096 426 8059","","4.6","7","","ninguno","","true","Restaurante de comida rápida","Galo Pl. Lasso y Río Bermejo, 170204 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Friitadas+Express/data=!4m7!3m6!1s0x91d58fc6ccf1d2a3:0x78d7f02120b190ea!8m2!3d-0.0980704!4d-78.4547727!16s%2Fg%2F11rkghrdn_!19sChIJo9LxzMaP1ZER6pCxICHw13g?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Restaurante Casa Gangotena","097 999 9995","comercial.ayb@casagangotena.com; info@casagangotena.com; dpdecuador@metropolitan-touring.com","4.7","690","https://www.casagangotena.com/es/restaurante/","sitio_propio","2026","false","Restaurante","CUENCA Y BOLIVAR 170401, 170401 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Restaurante+Casa+Gangotena/data=!4m7!3m6!1s0x91d5996a5af78fc7:0x90ad72ecbde44eaf!8m2!3d-0.2211493!4d-78.5154623!16s%2Fg%2F11h4g8gglm!19sChIJx4_3WmqZ1ZERr07kvexyrZA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Kokoriko Quito","(02) 344-4135","","4.3","222","","ninguno","","true","Restaurante especializado en pollo","Av. Eloy Alfaro 7206, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Kokoriko+Quito/data=!4m7!3m6!1s0x91d58f7c71827531:0xb4efaf84ca3ceaf6!8m2!3d-0.1037015!4d-78.4699884!16s%2Fg%2F11hdm9ksjz!19sChIJMXWCcXyP1ZER9uo8yoSv77Q?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Encebollados Las Palmas","(02) 500-2682","","4.5","2737","","ninguno","","true","Restaurante ecuatoriano","Alejandro Ponce y Francisco Cieza, 170120 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Encebollados+Las+Palmas/data=!4m7!3m6!1s0x91d58f5fb2e2db5d:0x2df8e93ad7542770!8m2!3d-0.0897542!4d-78.4725161!16s%2Fg%2F11bwf8hl23!19sChIJXdvisl-P1ZERcCdU1zrp-C0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"LaCosta Seafood","(02) 292-1524","reservas@lacostaseafood.com","4.6","667","http://www.lacostaseafood.com/","sitio_propio","2022","false","Restaurante","Núñez de Vela N37-159, 170135 Quito","La Mariscal, Quito","https://www.google.com/maps/place/LaCosta+Seafood/data=!4m7!3m6!1s0x91d59a9aa07dc1e9:0x4b75e8eaa59728ac!8m2!3d-0.1729001!4d-78.4865223!16s%2Fg%2F11c5zsdlbx!19sChIJ6cF9oJqa1ZERrCiXperodUs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Caldo de Manguera Guayaco","098 314 7492","","3.8","77","","ninguno","","true","Marisquería","Avenida Clemente Yerovi Indaburu, 170120 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Caldo+de+Manguera+Guayaco/data=!4m7!3m6!1s0x91d5859a7dc40143:0x4eab0ffc2f528386!8m2!3d-0.0912649!4d-78.4681836!16s%2Fg%2F11r2p7xbwk!19sChIJQwHEfZqF1ZERhoNSL_wPq04?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Raíces South American Fine Cuisine","(02) 297-2000","","4.9","213","","ninguno","","true","Restaurante","Av. Francisco de Orellana 1172, 170102 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Ra%C3%ADces+South+American+Fine+Cuisine/data=!4m7!3m6!1s0x91d59bb8608524f9:0xafafad54ace1a336!8m2!3d-0.1968664!4d-78.4888561!16s%2Fg%2F11td12thg9!19sChIJ-SSFYLib1ZERNqPhrFStr68?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"La Bohemia Grill (Carapungo)","098 343 4450","","4.5","70","","ninguno","","true","Bar restaurante","Av. Padre Luis Vaccari &, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Bohemia+Grill+%28Carapungo%29/data=!4m7!3m6!1s0x91d58f6522074e33:0x5a8b5c4e32618d45!8m2!3d-0.0955349!4d-78.4531629!16s%2Fg%2F11r9wd_sjf!19sChIJM04HImWP1ZERRY1hMk5ci1o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Piguari","","piguaorohouse@gmail.com; correo@ejemplo.com","4.1","761","https://pedidospiguaoro.agilebusinessecuador.workers.dev/","sitio_propio","2024","false","Restaurante","Av. Real Audiencia N64-64, 170303 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Piguari/data=!4m7!3m6!1s0x91d585652af9f2b7:0x945c686dad85361f!8m2!3d-0.1190046!4d-78.4838146!16s%2Fg%2F11cp7j26sm!19sChIJt_L5KmWF1ZERHzaFrW1oXJQ?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Las Corvinas de Don Jimmy","098 722 4027","","4.4","1626","https://corvinasdonjimmy.net/","sitio_propio","","true","Restaurante ecuatoriano","Esmeraldas, 170136 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Las+Corvinas+de+Don+Jimmy/data=!4m7!3m6!1s0x91d59a27846bbd75:0x6a982e69a1604e00!8m2!3d-0.2196859!4d-78.5067555!16s%2Fg%2F11cs2gq1sx!19sChIJdb1rhCea1ZERAE5goWkumGo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"La Catrina","","","5","7","","ninguno","","true","Restaurante mexicano","WG2W+3RX, Río Chimbo, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/La+Catrina/data=!4m7!3m6!1s0x91d58f51c4f032e5:0xacd175c9b0dc73ea!8m2!3d-0.099764!4d-78.4528851!16s%2Fg%2F11pds2gwy5!19sChIJ5TLwxFGP1ZER6nPcsMl10aw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Carne a la Llanera","099 968 1217","","4.5","947","https://www.facebook.com/carnealallaneraco","solo_red_social","","true","Restaurante colombiano","Destacamento la Bocana 32 y, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Carne+a+la+Llanera/data=!4m7!3m6!1s0x91d5857ad44c6b5f:0x269be1e1f023036b!8m2!3d-0.1189899!4d-78.4843093!16s%2Fg%2F11c5bt976_!19sChIJX2tM1HqF1ZERawMj8OHhmyY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
"Marisquería Restaurante EL CAONI","096 832 4047","","4.7","6","","ninguno","","true","Restaurante","Rumiñahui, 170203 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Marisquer%C3%ADa+Restaurante+EL+CAONI/data=!4m7!3m6!1s0x91d58f47f3419099:0xc93132bd03a7010!8m2!3d-0.0938347!4d-78.4524579!16s%2Fg%2F11rkjcgpp1!19sChIJmZBB80eP1ZEREHA60CsTkww?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkxNC4wIJJjKgBIAVAD&rclk=1"
