"nombre","telefono","correo","estrellas","opiniones","pagina_web","clasificacion_sitio","anio_sitio","es_lead","categoria","direccion","zona","maps_url"
"MasterMoto Calderón","099 500 3839","","4.1","29","https://www.mastermoto.com.ec/","sitio_propio","","true","Concesionario de motos","170206 Quito","La Mariscal, Quito","https://www.google.com/maps/place/MasterMoto+Calder%C3%B3n/data=!4m7!3m6!1s0x91d58fdfd374314b:0x3ff7c54808e9ad27!8m2!3d-0.0913976!4d-78.4324288!16s%2Fg%2F11g18w7m67!19sChIJSzF009-P1ZERJ63pCEjF9z8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"GALARDI MOTORS EL INCA","099 991 9967","jaco@galardielinca.com; ventas@galardielinca.com","5","219","http://www.galardielinca.com/","sitio_propio","","false","Concesionario de motos","Av. El Inca y Av. 6 de Diciembre N46-31 y, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/GALARDI+MOTORS+EL+INCA/data=!4m7!3m6!1s0x91d59b5cb7efd0bb:0x86aef687c66b4984!8m2!3d-0.1542261!4d-78.475889!16s%2Fg%2F11ppwjt87y!19sChIJu9Dvt1yb1ZERhElrxof2roY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"IMPORTACIONES R&C","099 784 6209","","4","11","https://www.facebook.com/gOrillamOtO93?mibextid=ZbWKwL","solo_red_social","","true","Concesionario de motos","170111 Quito","La Mariscal, Quito","https://www.google.com/maps/place/IMPORTACIONES+R%26C/data=!4m7!3m6!1s0x91d5991a8354c027:0x3b175aefb5c67127!8m2!3d-0.1173874!4d-78.4803304!16s%2Fg%2F11d_bc3r_5!19sChIJJ8BUgxqZ1ZERJ3HGte9aFzs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Digos importadora","096 882 7528","","4.6","9","","ninguno","","true","Concesionario de motos eléctricas","Capitán Giovanni Calles y Quitus &, 170202 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Digos+importadora/data=!4m7!3m6!1s0x91d58f251aebe015:0x5cde1a83d9c93f08!8m2!3d-0.0928436!4d-78.4344675!16s%2Fg%2F11sly25mgr!19sChIJFeDrGiWP1ZERCD_J2YMa3lw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"ENDUROMOTO","099 255 5544","","4.4","9","","ninguno","","true","Tienda de motocicletas","LOCALIDAD : QUITO, De los Floripondios, 170514 Quito","La Mariscal, Quito","https://www.google.com/maps/place/ENDUROMOTO/data=!4m7!3m6!1s0x91d58ff37ff78835:0x9ba19fa20627a952!8m2!3d-0.1304631!4d-78.4694338!16s%2Fg%2F11gmy4blzb!19sChIJNYj3f_OP1ZERUqknBqKfoZs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Motogarage Store Granados","098 441 7249","motogaragestore@gmail.com\&quot;&gt;motogaragestore@gmail.com&lt;/a&gt;&lt;/p&gt;&quot;],&quot;desktop&quot;:[0,{&quot;top&quot;:[0,246],&quot;left&quot;:[0,0],&quot;width&quot;:[0,236],&quot;height&quot;:[0,24]}],&quot;settings&quot;:[0,{&quot;styles&quot;:[0,{&quot;text&quot;:[0,&quot;left&quot;],&quot;align&quot;:[0,&quot;flex-start&quot;],&quot;justify&quot;:[0,&quot;center&quot;],&quot;m-element-margin&quot;:[0,&quot;0; motogaragestore@gmail.com","4.4","39","https://motogaragestore.online/","sitio_propio","2025","false","Concesionario de motos","Av De las Guindas E15-128| MONTESERRIN, 170503 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Motogarage+Store+Granados/data=!4m7!3m6!1s0x91d59163decc1721:0xa910ecd4d3d35496!8m2!3d-0.1581315!4d-78.463012!16s%2Fg%2F11rpcplcv3!19sChIJIRfM3mOR1ZERllTT09TsEKk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Yamaha Condado","(02) 380-2222","","4","50","","ninguno","","true","Concesionario de motos","Centro Comercial El Condado, Piso: 1, Av. de la Prensa, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Yamaha+Condado/data=!4m7!3m6!1s0x91d5859a4c82c2af:0x99a51359acb4e6e6!8m2!3d-0.1028314!4d-78.4904587!16s%2Fg%2F11gty_f0hg!19sChIJr8KCTJqF1ZER5ua0rFkTpZk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Compra y Venta de Motos Antonio","098 404 5527","","4","21","https://www.facebook.com/Compra-y-Venta-de-motos-Quito-Ecuador-166778293968986/","solo_red_social","","true","Concesionario de motos","Av. Galo Plaza Lasso 9287, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Compra+y+Venta+de+Motos+Antonio/data=!4m7!3m6!1s0x91d59b5b6b25fc8d:0x97a01d49f4839cf2!8m2!3d-0.1405123!4d-78.4830345!16s%2Fg%2F11j1210g8c!19sChIJjfwla1ub1ZER8pyD9EkdoJc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Moto Republic El Inca","098 346 9400","","4.3","100","https://motorepublic.store/","sitio_propio","","true","Concesionario de motos","De las Toronjas y Av. El Inca E12-54 y, 170503 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Moto+Republic+El+Inca/data=!4m7!3m6!1s0x91d5915226acf3c1:0xec534c39d1128973!8m2!3d-0.1549697!4d-78.4729244!16s%2Fg%2F11pzrrpv7p!19sChIJwfOsJlKR1ZERc4kS0TlMU-w?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Pronto Moto","099 873 5515","","4.4","13","https://www.instagram.com/prontomotoecuador?r=nametag","solo_red_social","","true","Tienda de motocicletas","Av. de la Prensa y Norte 139, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Pronto+Moto/data=!4m7!3m6!1s0x91d5856bb3e02b67:0x8827d31ff8174a7!8m2!3d-0.1255738!4d-78.4940964!16s%2Fg%2F11gr6kcdjz!19sChIJZyvgs2uF1ZERp3SB_zF9ggg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"ALEMOTOS QUITO","096 719 0122","","4.8","6","","ninguno","","true","Concesionario de motos","Av. de la Prensa 60-44 y, 170104 Quito","La Mariscal, Quito","https://www.google.com/maps/place/ALEMOTOS+QUITO/data=!4m7!3m6!1s0x91d59b0453ae06f1:0x850bc75410f4ac09!8m2!3d-0.1244033!4d-78.4937039!16s%2Fg%2F11n846fmd5!19sChIJ8QauUwSb1ZERCaz0EFTHC4U?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Motos SUZUKI Quito","099 493 2656","","4.2","23","https://suzukimotos.ec/","sitio_propio","","false","Concesionario de motos","Av. de la Prensa y Ángel Ludeña 50-23, 170103 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Motos+SUZUKI+Quito/data=!4m7!3m6!1s0x91d585004c3a8c25:0x33ebdacf1ef428ba!8m2!3d-0.1257295!4d-78.4940989!16s%2Fg%2F11lf2_0v5g!19sChIJJYw6TACF1ZERuij0Hs_a6zM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Moto - accesorios Vega","098 428 6896","","4.3","78","","ninguno","","true","Tienda de motocicletas","Av. de la Prensa N58-305, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Moto+-+accesorios+Vega/data=!4m7!3m6!1s0x91d5859f7ab4ecc1:0xb300e37028de0468!8m2!3d-0.1281815!4d-78.4941572!16s%2Fg%2F11fswpjg87!19sChIJwey0ep-F1ZERaATeKHDjALM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Samadi Motos Colón","","","4.4","19","","ninguno","","true","Concesionario de motos","170521, Quito","La Mariscal, Quito","https://www.google.com/maps/place/Samadi+Motos+Col%C3%B3n/data=!4m7!3m6!1s0x91d59b7669e5fa2b:0x186556c162913d42!8m2!3d-0.1991941!4d-78.4938611!16s%2Fg%2F11n9c2vzpt!19sChIJK_rlaXab1ZERQj2RYsFWZRg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Luna Power Sports","098 879 8506","info@lunapowersports.com","5","115","https://www.lunapowersports.com/","sitio_propio","","false","Tienda de motocicletas","De Los Motilones 40-610, LT 17, 170516 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Luna+Power+Sports/data=!4m7!3m6!1s0x91d591a8dd5914b1:0x291905addebbce80!8m2!3d-0.1664894!4d-78.4666999!16s%2Fg%2F11ptmc4rcr!19sChIJsRRZ3aiR1ZERgM673q0FGSk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Samadi Calderón","099 588 9737","","5","8","https://www.facebook.com/profile.php?id=61584021351612","solo_red_social","","true","Concesionario de motos","WH59+WXR, Capitán Giovanni Calles, 170206 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Samadi+Calder%C3%B3n/data=!4m7!3m6!1s0x91d58f002bce0af9:0xcb5763fa7ad754dc!8m2!3d-0.0901302!4d-78.4301234!16s%2Fg%2F11zggq5jy8!19sChIJ-QrOKwCP1ZER3FTXevpjV8s?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Moto Accesorios","098 620 8200","","4.6","251","https://www.motoaccesorios-ec.com/","sitio_propio","","false","Tienda de motocicletas","Louvre 212, 170120 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Moto+Accesorios/data=!4m7!3m6!1s0x91d59aa00fb78eb9:0x33ceadc75689de50!8m2!3d-0.1642279!4d-78.4759203!16s%2Fg%2F11fcqp2_vc!19sChIJuY63D6Ca1ZERUN6JVsetzjM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"7World power sports","(02) 224-0477","webmaster@7worldps.com","4.4","170","http://www.7worldps.com/","sitio_propio","2026","false","Tienda de motocicletas","C. Isla Tortuga, 170501 Quito","La Mariscal, Quito","https://www.google.com/maps/place/7World+power+sports/data=!4m7!3m6!1s0x91d58556022d1c05:0x99a1bf7ad90e8001!8m2!3d-0.1654013!4d-78.484322!16s%2Fg%2F1ptzyj_nr!19sChIJBRwtAlaF1ZERAYAO2Xq_oZk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"TF Motos & Accesorios S.A.S.","098 351 9616","","4.6","21","http://www.tfmotos.com/","sitio_propio","","true","Concesionario de motos","0.104115, -78.425110 Satélite, 170202","La Mariscal, Quito","https://www.google.com/maps/place/TF+Motos+%26+Accesorios+S.A.S./data=!4m7!3m6!1s0x91d58f94b1cfb863:0xf7a93b86edd0031f!8m2!3d-0.1041241!4d-78.4251011!16s%2Fg%2F11jp9r290r!19sChIJY7jPsZSP1ZERHwPQ7YY7qfc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"AZ Solutions Ec-MTG Motos Eléctricas","098 416 0438","","4.6","81","https://motoselectricas.uio.ec/","sitio_propio","2024","false","Concesionario de motos eléctricas","Av. de la Prensa 57-187, 170104 Quito","La Mariscal, Quito","https://www.google.com/maps/place/AZ+Solutions+Ec-MTG+Motos+El%C3%A9ctricas/data=!4m7!3m6!1s0x91d58580acaabedf:0xaed1e897c1674abf!8m2!3d-0.1315699!4d-78.4942883!16s%2Fg%2F11llfq78zl!19sChIJ376qrICF1ZERv0pnwZfo0a4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Motollantas One Click","099 272 6458","","5","8","","ninguno","","true","Tienda de motocicletas","De los Pinos y Panamericana Nte. 4145 y, 170202 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Motollantas+One+Click/data=!4m7!3m6!1s0x91d5856fbff86cad:0xc1848db07784d083!8m2!3d-0.1031566!4d-78.4335555!16s%2Fg%2F11q95pv9ww!19sChIJrWz4v2-F1ZERg9CEd7CNhME?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Haojue Ecuador","099 941 3578","info@localhost","4.4","19","https://haojue.ec/","sitio_propio","2024","false","Tienda de motocicletas","Av. De la Prensa, y y Av. Edmundo Carvajal, 170502 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Haojue+Ecuador/data=!4m7!3m6!1s0x91d58fefc6ce5b7b:0x98647b0ae6241f1f!8m2!3d-0.1602219!4d-78.4874739!16s%2Fg%2F11tfyv0cj5!19sChIJe1vOxu-P1ZERHx8k5gp7ZJg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Zurdo Ventas ACCESORIOS DE PROTECCIÓN PARA MOTOCICLETA","097 916 4097","","4.4","9","https://www.tiktok.com/@zurdoventasquito?_t=8ixYT3vrvgj&_r=1","solo_red_social","","true","Tienda de motocicletas","CAPITAN GUILLERMO CORNEJO, Rigoberto Heredia y Atucucho N61- 99 Y, 170109","La Mariscal, Quito","https://www.google.com/maps/place/Zurdo+Ventas+ACCESORIOS+DE+PROTECCI%C3%93N+PARA+MOTOCICLETA/data=!4m7!3m6!1s0x91d58f1eb8b71aa3:0xd50c124254c8cefc!8m2!3d-0.1228698!4d-78.4962679!16s%2Fg%2F11p5gnk9xl!19sChIJoxq3uB6P1ZER_M7IVEISDNU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Electromoto Press","098 283 1166","","4.7","9","","ninguno","","true","Tienda de motocicletas","Av. de la Prensa 69-72, 170144 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Electromoto+Press/data=!4m7!3m6!1s0x91d585a6f58a4347:0x7b9159b747a9ae97!8m2!3d-0.11054!4d-78.4936742!16s%2Fg%2F11vqx2v0tc!19sChIJR0OK9aaF1ZERl66pR7dZkXs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Motor 1 Store - Calderón","098 488 3741","","4.5","17","","ninguno","","true","Tienda de motocicletas","Capitán Giovanni Calles 2345, 170206 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Motor+1+Store+-+Calder%C3%B3n/data=!4m7!3m6!1s0x91d58f66667dbdb7:0x33cef181cb0a9ff7!8m2!3d-0.0914425!4d-78.4325262!16s%2Fg%2F11nn20kcqx!19sChIJt719ZmaP1ZER958Ky4HxzjM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"El Patio de las Motos","098 913 7967","","4.4","141","https://www.facebook.com/ElPatioEc?mibextid=ZbWKwL","solo_red_social","","true","Taller de reparación de motos","Iñaquito y Alfonso Pereira, N38-137 y, 170514 Quito","La Mariscal, Quito","https://www.google.com/maps/place/El+Patio+de+las+Motos/data=!4m7!3m6!1s0x91d59a90839b1507:0x9c35fdbf265b676c!8m2!3d-0.171326!4d-78.4868076!16s%2Fg%2F11cnc7ykjr!19sChIJBxWbg5Ca1ZERbGdbJr_9NZw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Stacey Motos","099 832 7242","","4.3","139","http://www.staceymotos.shop/","sitio_propio","","false","Concesionario de motos","Av. París y Av. Tomás de Berlanga &, 170513 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Stacey+Motos/data=!4m7!3m6!1s0x91d59a858d4bf241:0xd50925d1350e0f3c!8m2!3d-0.1655593!4d-78.47806!16s%2Fg%2F11h0y6490n!19sChIJQfJLjYWa1ZERPA8ONdElCdU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"artefacta motors","099 837 1472","","3.9","19","https://www.artefacta.com/c/automotriz","sitio_propio","2024","false","Concesionario de motos","Av. de la Prensa N60-105 y, 170301 Quito","La Mariscal, Quito","https://www.google.com/maps/place/artefacta+motors/data=!4m7!3m6!1s0x91d5856b8e80d43b:0x4cbad0a7ee8efddd!8m2!3d-0.1239937!4d-78.494065!16s%2Fg%2F11gwmbjy04!19sChIJO9SAjmuF1ZER3f2O7qfQukw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Stx Motors ⚡ Motos Eléctricas","098 281 0700","stxmotors@gmail.com\&quot;&gt;info@email.com&lt;/a&gt;&lt;/span&gt;&lt;/p&gt;&quot;],&quot;desktop&quot;:[0,{&quot;top&quot;:[0,200],&quot;left&quot;:[0,0],&quot;width&quot;:[0,503],&quot;height&quot;:[0,249]}],&quot;settings&quot;:[0,{&quot;styles&quot;:[0,{&quot;text&quot;:[0,&quot;center&quot;],&quot;align&quot;:[0,&quot;flex-start&quot;],&quot;justify&quot;:[0,&quot;flex-start&quot;],&quot;m-element-margin&quot;:[0,&quot;0; stxmotors@gmail.com; info@email.com","4.6","10","https://stxmotors.net/","sitio_propio","2025","false","Concesionario de motos eléctricas","Rigoberto Heredia y Machala, 180153 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Stx+Motors+%E2%9A%A1+Motos+El%C3%A9ctricas/data=!4m7!3m6!1s0x91d59b0d0f064295:0x388d72a864ac2531!8m2!3d-0.1224709!4d-78.4989855!16s%2Fg%2F11vxh98q4k!19sChIJlUIGDw2b1ZERMSWsZKhyjTg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Moto Nation","099 991 7744","","4","13","http://www.motonationecuador.com/","sitio_propio","","true","Concesionario de motos","Av. La Prensa N47-131 y, Jorge Páez Esq, 170510 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Moto+Nation/data=!4m7!3m6!1s0x91d59b82be8d2989:0xeec0803b328df864!8m2!3d-0.1536638!4d-78.4894803!16s%2Fg%2F11txgwhdrr!19sChIJiSmNvoKb1ZERZPiNMjuAwO4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Kawasaki Quito","098 057 7859","","4.3","94","http://www.kawasaki-la.com/","sitio_propio","","false","Concesionario de motos","Av. de los Shyris, y y Av. Isla Floreana, 170523 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Kawasaki+Quito/data=!4m7!3m6!1s0x91d59bd15722b2dd:0xca835cd5d4fa6741!8m2!3d-0.168352!4d-78.4797166!16s%2Fg%2F11f6g35xsp!19sChIJ3bIiV9Gb1ZERQWf61NVcg8o?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Samadi","099 618 2724","ejemplo@ejemplo.com","4","99","https://www.samadimotos.com/","sitio_propio","","false","Concesionario de motos","Av. América y San Francisco &, 170102 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Samadi/data=!4m7!3m6!1s0x91d59b004d30ab5b:0x91da0e1296ddc43d!8m2!3d-0.1697927!4d-78.4892033!16s%2Fg%2F11vpsrr7qy!19sChIJW6swTQCb1ZERPcTdlhIO2pE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"4RIDERS GRANADOS","095 888 0486","","4.4","48","","ninguno","","true","Tienda de motocicletas","De los Naranjos 44-250, 170124 Quito","La Mariscal, Quito","https://www.google.com/maps/place/4RIDERS+GRANADOS/data=!4m7!3m6!1s0x91d59191d8c3b555:0x78122269bce6088c!8m2!3d-0.1628936!4d-78.465273!16s%2Fg%2F11s2j19n54!19sChIJVbXD2JGR1ZERjAjmvGkiEng?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"Motor 1","096 352 4810","","4","269","http://www.motor-1.com/","sitio_propio","","false","Tienda de motocicletas","RGQ7+7H4, Av. 10 de Agosto, 170521 Quito","La Mariscal, Quito","https://www.google.com/maps/place/Motor+1/data=!4m7!3m6!1s0x91d59aa330d03abb:0xb546b8ad4eefbf53!8m2!3d-0.1618583!4d-78.4860411!16s%2Fg%2F11gfp870l_!19sChIJuzrQMKOa1ZERU7_vTq24RrU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"ELECTRIMOVE","096 972 4521","","4.5","33","http://evamotos.com/","sitio_propio","","true","Concesionario de motos eléctricas","Río arajuno, y y Pje. Amazonas, 170104 Quito","La Mariscal, Quito","https://www.google.com/maps/place/ELECTRIMOVE/data=!4m7!3m6!1s0x91d59b7a4ef16c93:0xd8fd8c99bbd8461e!8m2!3d-0.1443989!4d-78.4910007!16s%2Fg%2F11sxgr0b4d!19sChIJk2zxTnqb1ZERHkbYu5mM_dg?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
"PRO RACING","(02) 240-7318","","4.5","123","http://www.proracinginc.com/","sitio_propio","","false","Concesionario de motos","De Las Retamas E1-170, 170138 Quito","La Mariscal, Quito","https://www.google.com/maps/place/PRO+RACING/data=!4m7!3m6!1s0x91d59aaf75e437b9:0xfcbbd882b3ff2026!8m2!3d-0.1548253!4d-78.4831311!16s%2Fg%2F11cnzl46rp!19sChIJuTfkda-a1ZERJiD_s4LYu_w?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1"
